Date,High,Low,Open,Close,Volume,Adj Close
2019-08-30,10.079999923706055,9.930000305175781,10.039999961853027,9.979999542236328,9011793,9.979999542236328
2019-09-02,10.270000457763672,9.989999771118164,9.989999771118164,10.220000267028809,19629376,10.220000267028809
2019-09-03,10.550000190734863,10.15999984741211,10.270000457763672,10.550000190734863,29835253,10.550000190734863
2019-09-04,11.1899995803833,10.479999542236328,10.529999732971191,10.979999542236328,65866998,10.979999542236328
2019-09-05,11.229999542236328,10.800000190734863,11.210000038146973,10.819999694824219,55691728,10.819999694824219
2019-09-06,10.859999656677246,10.609999656677246,10.8100004196167,10.699999809265137,29047940,10.699999809265137
2019-09-09,10.84000015258789,10.680000305175781,10.779999732971191,10.75,19237214,10.75
2019-09-10,10.770000457763672,10.649999618530273,10.770000457763672,10.6899995803833,13331562,10.6899995803833
2019-09-11,10.779999732971191,10.65999984741211,10.739999771118164,10.710000038146973,16254391,10.710000038146973
2019-09-12,10.829999923706055,10.680000305175781,10.739999771118164,10.800000190734863,17577154,10.800000190734863
2019-09-16,10.8100004196167,10.529999732971191,10.800000190734863,10.569999694824219,24927894,10.569999694824219
2019-09-17,10.5600004196167,10.329999923706055,10.520000457763672,10.34000015258789,16158612,10.34000015258789
2019-09-18,10.569999694824219,10.350000381469727,10.390000343322754,10.539999961853027,18958395,10.539999961853027
2019-09-19,10.699999809265137,10.460000038146973,10.550000190734863,10.6899995803833,17572943,10.6899995803833
2019-09-20,10.970000267028809,10.649999618530273,10.970000267028809,10.699999809265137,30913714,10.699999809265137
2019-09-23,10.6899995803833,10.270000457763672,10.59000015258789,10.34000015258789,21940371,10.34000015258789
2019-09-24,10.369999885559082,10.239999771118164,10.329999923706055,10.279999732971191,12228194,10.279999732971191
2019-09-25,10.25,10.170000076293945,10.210000038146973,10.1899995803833,9848966,10.1899995803833
2019-09-26,10.25,10.100000381469727,10.199999809265137,10.100000381469727,11856655,10.100000381469727
2019-09-27,10.170000076293945,10.0600004196167,10.140000343322754,10.140000343322754,8992833,10.140000343322754
2019-09-30,10.199999809265137,10.100000381469727,10.109999656677246,10.109999656677246,7809400,10.109999656677246
