Date,High,Low,Open,Close,Volume,Adj Close
2019-08-30,6.079999923706055,6.0,6.079999923706055,6.010000228881836,22741432,6.010000228881836
2019-09-02,6.139999866485596,6.019999980926514,6.039999961853027,6.119999885559082,38598357,6.119999885559082
2019-09-03,6.190000057220459,6.079999923706055,6.110000133514404,6.170000076293945,42511890,6.170000076293945
2019-09-04,6.389999866485596,6.139999866485596,6.150000095367432,6.309999942779541,81339566,6.309999942779541
2019-09-05,6.380000114440918,6.28000020980835,6.360000133514404,6.289999961853027,70395614,6.289999961853027
2019-09-06,6.340000152587891,6.25,6.320000171661377,6.289999961853027,29021045,6.289999961853027
2019-09-09,6.380000114440918,6.269999980926514,6.349999904632568,6.309999942779541,29033047,6.309999942779541
2019-09-10,6.320000171661377,6.25,6.309999942779541,6.28000020980835,27222165,6.28000020980835
2019-09-11,6.340000152587891,6.269999980926514,6.289999961853027,6.309999942779541,27126420,6.309999942779541
2019-09-12,6.360000133514404,6.28000020980835,6.320000171661377,6.349999904632568,34843472,6.349999904632568
2019-09-16,6.369999885559082,6.300000190734863,6.360000133514404,6.349999904632568,26597435,6.349999904632568
2019-09-17,6.329999923706055,6.190000057220459,6.320000171661377,6.190000057220459,26617662,6.190000057220459
2019-09-18,6.25,6.190000057220459,6.210000038146973,6.190000057220459,19984051,6.190000057220459
2019-09-19,6.239999771118164,6.179999828338623,6.230000019073486,6.21999979019165,16178600,6.21999979019165
2019-09-20,6.329999923706055,6.260000228881836,6.269999980926514,6.269999980926514,38202277,6.269999980926514
2019-09-23,6.25,6.150000095367432,6.239999771118164,6.170000076293945,23765118,6.170000076293945
2019-09-24,6.190000057220459,6.150000095367432,6.170000076293945,6.150000095367432,17011780,6.150000095367432
2019-09-25,6.150000095367432,6.090000152587891,6.150000095367432,6.110000133514404,20815802,6.110000133514404
2019-09-26,6.139999866485596,6.039999961853027,6.119999885559082,6.050000190734863,20450992,6.050000190734863
2019-09-27,6.070000171661377,5.989999771118164,6.039999961853027,6.010000228881836,20991313,6.010000228881836
2019-09-30,6.050000190734863,5.980000019073486,6.010000228881836,6.0,16004161,6.0
