Date,High,Low,Open,Close,Volume,Adj Close
2019-08-30,25.399999618530273,24.6200008392334,24.850000381469727,25.079999923706055,33759926,25.079999923706055
2019-09-02,25.600000381469727,24.90999984741211,24.969999313354492,24.940000534057617,29723172,24.940000534057617
2019-09-03,25.040000915527344,24.399999618530273,25.030000686645508,24.610000610351562,29790921,24.610000610351562
2019-09-04,24.65999984741211,24.31999969482422,24.600000381469727,24.6299991607666,20312432,24.6299991607666
2019-09-05,25.399999618530273,24.760000228881836,24.760000228881836,25.260000228881836,40426202,25.260000228881836
2019-09-06,26.18000030517578,25.489999771118164,25.5,25.940000534057617,30303049,25.940000534057617
2019-09-09,26.31999969482422,25.809999465942383,26.100000381469727,26.079999923706055,32350440,26.079999923706055
2019-09-10,26.170000076293945,25.420000076293945,26.09000015258789,25.5,22914311,25.5
2019-09-11,25.520000457763672,25.18000030517578,25.5,25.34000015258789,17330336,25.34000015258789
2019-09-12,25.450000762939453,25.0,25.440000534057617,25.139999389648438,25810393,25.139999389648438
2019-09-16,25.440000534057617,24.969999313354492,25.440000534057617,25.010000228881836,29416905,25.010000228881836
2019-09-17,25.020000457763672,24.59000015258789,25.0,24.700000762939453,20055608,24.700000762939453
2019-09-18,24.989999771118164,24.68000030517578,24.81999969482422,24.770000457763672,19002477,24.770000457763672
2019-09-19,24.940000534057617,24.610000610351562,24.8799991607666,24.780000686645508,15809526,24.780000686645508
2019-09-20,24.829999923706055,24.559999465942383,24.809999465942383,24.65999984741211,32357230,24.65999984741211
2019-09-23,24.530000686645508,23.950000762939453,24.5,24.270000457763672,35248808,24.270000457763672
2019-09-24,24.399999618530273,24.1200008392334,24.270000457763672,24.200000762939453,29799599,24.200000762939453
2019-09-25,24.149999618530273,23.56999969482422,24.09000015258789,23.670000076293945,32122767,23.670000076293945
2019-09-26,23.93000030517578,23.65999984741211,23.760000228881836,23.799999237060547,23917337,23.799999237060547
2019-09-27,23.799999237060547,23.56999969482422,23.780000686645508,23.700000762939453,15443574,23.700000762939453
2019-09-30,24.100000381469727,23.600000381469727,23.649999618530273,23.780000686645508,15976611,23.780000686645508
