Date,High,Low,Open,Close,Volume,Adj Close
2019-08-30,11.369999885559082,11.220000267028809,11.34000015258789,11.279999732971191,25424004,11.279999732971191
2019-09-02,11.420000076293945,11.239999771118164,11.300000190734863,11.34000015258789,27749879,11.34000015258789
2019-09-03,11.40999984741211,11.3100004196167,11.390000343322754,11.350000381469727,16286609,11.350000381469727
2019-09-04,11.5,11.359999656677246,11.399999618530273,11.489999771118164,30670961,11.489999771118164
2019-09-05,11.739999771118164,11.5,11.5,11.619999885559082,46828000,11.619999885559082
2019-09-06,11.699999809265137,11.579999923706055,11.680000305175781,11.6899995803833,34392057,11.6899995803833
2019-09-09,11.789999961853027,11.680000305175781,11.779999732971191,11.75,40059368,11.75
2019-09-10,11.859999656677246,11.6899995803833,11.789999961853027,11.850000381469727,37041097,11.850000381469727
2019-09-11,12.0,11.850000381469727,11.850000381469727,11.949999809265137,39063654,11.949999809265137
2019-09-12,12.09000015258789,11.920000076293945,12.079999923706055,12.0,26104824,12.0
2019-09-16,12.010000228881836,11.829999923706055,11.989999771118164,11.930000305175781,25489116,11.930000305175781
2019-09-17,12.010000228881836,11.770000457763672,11.960000038146973,11.8100004196167,33558932,11.8100004196167
2019-09-18,12.0,11.869999885559082,11.9399995803833,11.930000305175781,31387271,11.930000305175781
2019-09-19,12.0,11.880000114440918,12.0,11.9399995803833,23742171,11.9399995803833
2019-09-20,11.989999771118164,11.850000381469727,11.989999771118164,11.949999809265137,40109279,11.949999809265137
2019-09-23,11.920000076293945,11.680000305175781,11.899999618530273,11.75,27710795,11.75
2019-09-24,11.859999656677246,11.729999542236328,11.8100004196167,11.75,21870962,11.75
2019-09-25,11.949999809265137,11.6899995803833,11.75,11.8100004196167,30136356,11.8100004196167
2019-09-26,12.180000305175781,11.84000015258789,11.880000114440918,11.970000267028809,72726461,11.970000267028809
2019-09-27,11.989999771118164,11.760000228881836,11.949999809265137,11.899999618530273,36807878,11.899999618530273
2019-09-30,12.069999694824219,11.8100004196167,11.850000381469727,11.84000015258789,35947577,11.84000015258789
