Date,High,Low,Open,Close,Volume,Adj Close
2019-08-30,5.46999979019165,5.409999847412109,5.440000057220459,5.409999847412109,62178861,5.409999847412109
2019-09-02,5.460000038146973,5.420000076293945,5.420000076293945,5.440000057220459,61076205,5.440000057220459
2019-09-03,5.46999979019165,5.420000076293945,5.449999809265137,5.440000057220459,69309147,5.440000057220459
2019-09-04,5.510000228881836,5.429999828338623,5.449999809265137,5.510000228881836,127373806,5.510000228881836
2019-09-05,5.599999904632568,5.5,5.510000228881836,5.539999961853027,149914758,5.539999961853027
2019-09-06,5.579999923706055,5.53000020980835,5.559999942779541,5.570000171661377,84318083,5.570000171661377
2019-09-09,5.599999904632568,5.550000190734863,5.599999904632568,5.559999942779541,94271678,5.559999942779541
2019-09-10,5.570000171661377,5.53000020980835,5.570000171661377,5.559999942779541,52650744,5.559999942779541
2019-09-11,5.650000095367432,5.570000171661377,5.570000171661377,5.639999866485596,101962796,5.639999866485596
2019-09-12,5.650000095367432,5.610000133514404,5.650000095367432,5.630000114440918,54140931,5.630000114440918
2019-09-16,5.639999866485596,5.590000152587891,5.639999866485596,5.610000133514404,55161700,5.610000133514404
2019-09-17,5.610000133514404,5.519999980926514,5.599999904632568,5.519999980926514,61795228,5.519999980926514
2019-09-18,5.550000190734863,5.510000228881836,5.539999961853027,5.519999980926514,53434070,5.519999980926514
2019-09-19,5.53000020980835,5.5,5.53000020980835,5.519999980926514,51942768,5.519999980926514
2019-09-20,5.559999942779541,5.519999980926514,5.53000020980835,5.559999942779541,78873037,5.559999942779541
2019-09-23,5.550000190734863,5.480000019073486,5.539999961853027,5.5,59223703,5.5
2019-09-24,5.519999980926514,5.489999771118164,5.510000228881836,5.5,38135312,5.5
2019-09-25,5.53000020980835,5.46999979019165,5.510000228881836,5.5,53695802,5.5
2019-09-26,5.570000171661377,5.489999771118164,5.510000228881836,5.519999980926514,83183323,5.519999980926514
2019-09-27,5.53000020980835,5.46999979019165,5.519999980926514,5.489999771118164,77372895,5.489999771118164
2019-09-30,5.519999980926514,5.449999809265137,5.489999771118164,5.449999809265137,66308090,5.449999809265137
