Date,High,Low,Open,Close,Volume,Adj Close
2019-08-30,6.980000019073486,6.889999866485596,6.96999979019165,6.900000095367432,61106947,6.900000095367432
2019-09-02,6.920000076293945,6.860000133514404,6.900000095367432,6.880000114440918,87590766,6.880000114440918
2019-09-03,6.889999866485596,6.849999904632568,6.880000114440918,6.880000114440918,66476398,6.880000114440918
2019-09-04,7.010000228881836,6.860000133514404,6.860000133514404,7.0,117546765,7.0
2019-09-05,7.150000095367432,7.019999980926514,7.019999980926514,7.090000152587891,117282361,7.090000152587891
2019-09-06,7.130000114440918,7.079999923706055,7.119999885559082,7.110000133514404,50833093,7.110000133514404
2019-09-09,7.159999847412109,7.059999942779541,7.139999866485596,7.090000152587891,77434274,7.090000152587891
2019-09-10,7.119999885559082,7.03000020980835,7.099999904632568,7.059999942779541,57779802,7.059999942779541
2019-09-11,7.150000095367432,7.059999942779541,7.079999923706055,7.139999866485596,88213913,7.139999866485596
2019-09-12,7.170000076293945,7.119999885559082,7.159999847412109,7.139999866485596,57244948,7.139999866485596
2019-09-16,7.139999866485596,7.079999923706055,7.139999866485596,7.119999885559082,37246004,7.119999885559082
2019-09-17,7.119999885559082,7.03000020980835,7.110000133514404,7.039999961853027,41962466,7.039999961853027
2019-09-18,7.090000152587891,7.03000020980835,7.039999961853027,7.050000190734863,43048183,7.050000190734863
2019-09-19,7.079999923706055,7.019999980926514,7.070000171661377,7.050000190734863,29962376,7.050000190734863
2019-09-20,7.110000133514404,7.039999961853027,7.070000171661377,7.079999923706055,49103748,7.079999923706055
2019-09-23,7.090000152587891,6.949999809265137,7.059999942779541,6.989999771118164,80606051,6.989999771118164
2019-09-24,7.010000228881836,6.960000038146973,6.989999771118164,6.960000038146973,38433866,6.960000038146973
2019-09-25,7.019999980926514,6.929999828338623,6.949999809265137,6.980000019073486,42538832,6.980000019073486
2019-09-26,7.099999904632568,6.980000019073486,7.0,7.050000190734863,82103866,7.050000190734863
2019-09-27,7.079999923706055,6.960000038146973,7.059999942779541,7.070000171661377,72706177,7.070000171661377
2019-09-30,7.099999904632568,6.989999771118164,7.03000020980835,6.989999771118164,38601356,6.989999771118164
